record_key,motivo
georgia_E01665,picchi_insufficienti
georgia_E01666,picchi_insufficienti
georgia_E01667,picchi_insufficienti
georgia_E01709,picchi_insufficienti
georgia_E01751,picchi_insufficienti
georgia_E01759,picchi_insufficienti
georgia_E01771,picchi_insufficienti
georgia_E01789,picchi_insufficienti
georgia_E01897,picchi_insufficienti
georgia_E01952,picchi_insufficienti
georgia_E01959,picchi_insufficienti
georgia_E01971,picchi_insufficienti
georgia_E01973,picchi_insufficienti
georgia_E01982,picchi_insufficienti
georgia_E02000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g2/E02000.hea'
georgia_E02007,picchi_insufficienti
georgia_E02042,picchi_insufficienti
georgia_E02097,picchi_insufficienti
georgia_E02110,picchi_insufficienti
georgia_E02145,picchi_insufficienti
georgia_E02170,picchi_insufficienti
georgia_E02182,picchi_insufficienti
georgia_E02195,picchi_insufficienti
georgia_E02212,picchi_insufficienti
georgia_E02314,picchi_insufficienti
georgia_E02376,picchi_insufficienti
georgia_E02459,picchi_insufficienti
georgia_E02482,picchi_insufficienti
georgia_E02520,picchi_insufficienti
georgia_E02587,picchi_insufficienti
georgia_E02623,picchi_insufficienti
georgia_E02673,picchi_insufficienti
georgia_E02719,picchi_insufficienti
georgia_E02732,picchi_insufficienti
georgia_E02735,picchi_insufficienti
georgia_E02740,picchi_insufficienti
georgia_E02896,picchi_insufficienti
georgia_E03000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g3/E03000.hea'
georgia_E03032,picchi_insufficienti
georgia_E03033,picchi_insufficienti
georgia_E03042,picchi_insufficienti
georgia_E03049,picchi_insufficienti
georgia_E03052,picchi_insufficienti
georgia_E03056,picchi_insufficienti
georgia_E03089,picchi_insufficienti
georgia_E03148,picchi_insufficienti
georgia_E03150,picchi_insufficienti
georgia_E03189,picchi_insufficienti
georgia_E03191,picchi_insufficienti
georgia_E03197,picchi_insufficienti
georgia_E03210,picchi_insufficienti
georgia_E03217,picchi_insufficienti
georgia_E03268,picchi_insufficienti
georgia_E03271,picchi_insufficienti
georgia_E03308,picchi_insufficienti
georgia_E03321,picchi_insufficienti
georgia_E03397,picchi_insufficienti
georgia_E03429,picchi_insufficienti
georgia_E03461,picchi_insufficienti
georgia_E03527,picchi_insufficienti
georgia_E03571,picchi_insufficienti
georgia_E03625,picchi_insufficienti
georgia_E03630,picchi_insufficienti
georgia_E03638,picchi_insufficienti
georgia_E03640,picchi_insufficienti
georgia_E03649,picchi_insufficienti
georgia_E03679,picchi_insufficienti
georgia_E03697,picchi_insufficienti
georgia_E03731,picchi_insufficienti
georgia_E03816,picchi_insufficienti
georgia_E03819,picchi_insufficienti
georgia_E03885,picchi_insufficienti
georgia_E03898,picchi_insufficienti
georgia_E03966,picchi_insufficienti
georgia_E03973,picchi_insufficienti
georgia_E04000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g4/E04000.hea'
georgia_E04004,picchi_insufficienti
georgia_E04041,picchi_insufficienti
georgia_E04073,picchi_insufficienti
georgia_E04080,picchi_insufficienti
georgia_E04123,picchi_insufficienti
georgia_E04134,picchi_insufficienti
georgia_E04158,picchi_insufficienti
georgia_E04168,picchi_insufficienti
georgia_E04171,picchi_insufficienti
georgia_E04191,picchi_insufficienti
georgia_E04197,picchi_insufficienti
georgia_E04289,picchi_insufficienti
georgia_E04339,picchi_insufficienti
georgia_E04340,picchi_insufficienti
georgia_E04395,picchi_insufficienti
georgia_E04406,picchi_insufficienti
georgia_E04407,picchi_insufficienti
georgia_E04485,picchi_insufficienti
georgia_E04519,picchi_insufficienti
georgia_E04521,picchi_insufficienti
georgia_E04571,picchi_insufficienti
georgia_E04603,segnale_contiene_NaN
georgia_E04612,picchi_insufficienti
georgia_E04647,picchi_insufficienti
georgia_E04650,picchi_insufficienti
georgia_E04687,picchi_insufficienti
georgia_E04771,picchi_insufficienti
georgia_E04795,picchi_insufficienti
georgia_E04824,picchi_insufficienti
georgia_E04827,picchi_insufficienti
georgia_E04831,picchi_insufficienti
georgia_E04833,picchi_insufficienti
georgia_E04835,picchi_insufficienti
georgia_E04848,picchi_insufficienti
georgia_E04964,picchi_insufficienti
georgia_E04970,picchi_insufficienti
georgia_E04971,picchi_insufficienti
georgia_E04972,picchi_insufficienti
georgia_E04973,picchi_insufficienti
georgia_E05003,picchi_insufficienti
georgia_E05040,picchi_insufficienti
georgia_E05062,picchi_insufficienti
georgia_E05095,picchi_insufficienti
georgia_E05107,picchi_insufficienti
georgia_E05200,picchi_insufficienti
georgia_E05219,picchi_insufficienti
georgia_E05274,picchi_insufficienti
georgia_E05276,picchi_insufficienti
georgia_E05298,picchi_insufficienti
georgia_E05301,picchi_insufficienti
georgia_E05374,picchi_insufficienti
georgia_E05375,picchi_insufficienti
georgia_E05387,picchi_insufficienti
georgia_E05417,picchi_insufficienti
georgia_E05541,picchi_insufficienti
georgia_E05577,picchi_insufficienti
georgia_E05581,picchi_insufficienti
georgia_E05599,picchi_insufficienti
georgia_E05605,picchi_insufficienti
georgia_E05617,picchi_insufficienti
georgia_E05788,picchi_insufficienti
georgia_E05831,picchi_insufficienti
georgia_E05838,picchi_insufficienti
georgia_E05870,picchi_insufficienti
georgia_E05879,picchi_insufficienti
georgia_E05924,picchi_insufficienti
georgia_E05939,picchi_insufficienti
georgia_E05954,picchi_insufficienti
georgia_E05962,picchi_insufficienti
georgia_E05966,picchi_insufficienti
georgia_E05971,picchi_insufficienti
georgia_E05986,picchi_insufficienti
georgia_E06000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g6/E06000.hea'
georgia_E06048,picchi_insufficienti
georgia_E06072,segnale_contiene_NaN
georgia_E06081,picchi_insufficienti
georgia_E06095,picchi_insufficienti
georgia_E06131,picchi_insufficienti
georgia_E06163,picchi_insufficienti
georgia_E06166,picchi_insufficienti
georgia_E06168,picchi_insufficienti
georgia_E06197,picchi_insufficienti
georgia_E06218,picchi_insufficienti
georgia_E06240,picchi_insufficienti
georgia_E06258,picchi_insufficienti
georgia_E06269,picchi_insufficienti
georgia_E06273,picchi_insufficienti
georgia_E06281,picchi_insufficienti
georgia_E06377,picchi_insufficienti
georgia_E06388,picchi_insufficienti
georgia_E06417,picchi_insufficienti
georgia_E06429,picchi_insufficienti
georgia_E06432,picchi_insufficienti
georgia_E06450,picchi_insufficienti
georgia_E06615,picchi_insufficienti
georgia_E06669,picchi_insufficienti
georgia_E06687,picchi_insufficienti
georgia_E06770,picchi_insufficienti
georgia_E06909,segnale_contiene_NaN
georgia_E06920,picchi_insufficienti
georgia_E06938,picchi_insufficienti
georgia_E06982,picchi_insufficienti
georgia_E06988,picchi_insufficienti
georgia_E07000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g7/E07000.hea'
georgia_E07004,picchi_insufficienti
georgia_E07099,picchi_insufficienti
georgia_E07111,picchi_insufficienti
georgia_E07135,picchi_insufficienti
georgia_E07165,picchi_insufficienti
georgia_E07236,picchi_insufficienti
georgia_E07269,picchi_insufficienti
georgia_E07328,picchi_insufficienti
georgia_E07347,picchi_insufficienti
georgia_E07366,picchi_insufficienti
georgia_E07509,picchi_insufficienti
georgia_E07510,picchi_insufficienti
georgia_E07536,picchi_insufficienti
georgia_E07614,picchi_insufficienti
georgia_E07626,picchi_insufficienti
georgia_E07635,picchi_insufficienti
georgia_E07636,picchi_insufficienti
georgia_E07652,picchi_insufficienti
georgia_E07675,segnale_contiene_NaN
georgia_E07738,picchi_insufficienti
georgia_E07765,picchi_insufficienti
georgia_E07832,picchi_insufficienti
georgia_E07868,picchi_insufficienti
georgia_E07887,picchi_insufficienti
georgia_E07941,segnale_contiene_NaN
georgia_E07961,picchi_insufficienti
georgia_E07974,picchi_insufficienti
georgia_E08000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g8/E08000.hea'
georgia_E08008,picchi_insufficienti
georgia_E08009,picchi_insufficienti
georgia_E08020,picchi_insufficienti
georgia_E08032,picchi_insufficienti
georgia_E08043,picchi_insufficienti
georgia_E08072,picchi_insufficienti
georgia_E08090,picchi_insufficienti
georgia_E08094,picchi_insufficienti
georgia_E08107,picchi_insufficienti
georgia_E08109,picchi_insufficienti
georgia_E08132,picchi_insufficienti
georgia_E08140,picchi_insufficienti
georgia_E08221,picchi_insufficienti
georgia_E08227,picchi_insufficienti
georgia_E08230,picchi_insufficienti
georgia_E08262,picchi_insufficienti
georgia_E08321,segnale_contiene_NaN
georgia_E08365,picchi_insufficienti
georgia_E08448,picchi_insufficienti
georgia_E08480,picchi_insufficienti
georgia_E08501,picchi_insufficienti
georgia_E08503,picchi_insufficienti
georgia_E08525,picchi_insufficienti
georgia_E08547,picchi_insufficienti
georgia_E08569,picchi_insufficienti
georgia_E08671,picchi_insufficienti
georgia_E08688,picchi_insufficienti
georgia_E08728,picchi_insufficienti
georgia_E08783,picchi_insufficienti
georgia_E08823,picchi_insufficienti
georgia_E08890,picchi_insufficienti
georgia_E08971,picchi_insufficienti
georgia_E08993,picchi_insufficienti
georgia_E08995,picchi_insufficienti
georgia_E09000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g9/E09000.hea'
